Activity Type,Date,Distance,Calories,Time,Avg HR,Max HR,Avg Pace,Elev Gain
Running,2015-10-11 18:03:58,10,726,00:52:21,--,--,5:14,28
Running,2015-10-06 19:09:28,8.58,612,00:51:20,--,--,5:59,23
Running,2015-10-04 13:13:51,10.04,736,00:55:57,--,--,5:34,43
Running,2015-09-29 19:03:54,7.86,582,00:50:06,--,--,6:23,38
Running,2015-09-26 12:54:32,10.9,799,01:06:30,--,--,6:06,41
Running,2015-09-22 19:04:03,8.51,619,00:55:06,--,--,6:29,44
Running,2015-09-10 11:17:39,7.49,566,00:48:15,--,--,6:27,20
Running,2015-08-18 19:19:47,7.69,549,00:58:46,--,--,7:39,31
Running,2015-07-14 19:02:09,8.78,580,01:03:52,--,--,7:16,27
Running,2015-07-07 19:04:54,10.16,742,00:46:37,--,--,4:35,42
Running,2015-06-28 10:36:39,10.2,740,00:37:52,--,--,3:43,31
Running,2015-06-23 19:19:10,5,347,00:20:26,--,--,4:05,17
Running,2015-06-16 19:09:33,13.38,806,01:24:13,--,--,6:18,174
Running,2015-06-06 12:41:23,10,721,00:43:55,--,--,4:24,129
Cycling,2015-05-31 12:07:47,47.07,2402,02:46:37,--,--,3:52,260
Running,2015-05-30 14:59:55,20.38,1476,01:38:45,--,--,4:51,161
Running,2015-05-26 19:08:29,2.9,210,00:54:46,--,--,18:54,17
Running,2015-05-21 11:03:26,11.39,821,01:02:30,--,--,5:29,228
Running,2015-05-19 20:37:52,9.49,710,00:46:41,--,--,4:55,41
Running,2015-05-17 08:28:53,21.29,1557,01:22:22,--,--,3:52,63
Running,2015-05-12 19:18:11,6.47,465,00:24:03,--,--,3:43,24
Running,2015-05-09 10:33:15,10,721,00:40:59,--,--,4:06,36
Running,2015-05-05 19:16:27,6.07,418,00:20:32,--,--,3:23,16
Running,2015-05-02 14:08:15,10,718,00:40:23,--,--,4:02,26
Running,2015-04-28 19:04:38,10.6,743,00:58:38,--,--,5:32,35
Running,2015-04-25 16:31:32,7.01,522,00:35:23,--,--,5:03,31
Running,2015-04-21 19:10:01,5.57,433,00:30:03,--,--,5:24,21
Cycling,2015-04-19 12:56:47,50.08,2501,02:23:10,--,--,2:85,215
Running,2015-04-12 08:54:50,42.45,3046,02:58:13,--,--,4:12,202
Running,2015-04-03 14:51:46,5.86,420,00:34:33,--,--,5:54,18
Running,2015-03-29 12:35:54,10.56,771,00:44:27,--,--,4:13,30
Running,2015-03-25 21:49:11,7.08,531,00:49:15,--,--,6:58,42
Running,2015-03-22 09:49:47,11.3,822,01:03:56,--,--,5:39,37
Running,2015-03-18 19:33:23,10,715,00:39:17,--,--,3:56,32
Running,2015-03-15 14:38:14,18.02,1313,01:18:34,--,--,4:22,45
Running,2015-03-07 13:53:55,19.42,1412,01:22:35,--,--,4:15,66
Running,2015-03-03 19:06:29,8.59,615,00:56:56,--,--,6:37,70
Running,2015-03-01 11:23:16,20.12,1472,01:25:43,--,--,4:16,56
Running,2015-02-23 09:15:35,10,728,00:42:01,--,--,4:12,26
Running,2015-02-16 19:20:27,10,729,00:44:35,--,--,4:27,41
Running,2015-02-11 19:50:05,9.24,670,00:56:12,--,--,6:05,71
Running,2015-02-03 19:06:48,9.8,709,00:43:29,--,--,4:26,39
Running,2015-01-30 08:45:57,5.59,416,00:25:36,--,--,4:35,32
Running,2015-01-29 20:02:56,15.48,1117,01:03:56,--,--,4:08,65
Running,2015-01-27 19:07:55,9.81,708,00:46:29,--,--,4:44,27
Running,2015-01-25 14:35:17,17.31,127,01:16:04,--,--,4:24,61
Running,2015-01-20 19:05:57,10.16,735,00:47:40,--,--,4:42,35
Running,2015-01-18 16:26:16,10.01,722,00:40:55,--,--,4:05,32
Running,2015-01-16 20:08:43,10.02,728,00:42:44,--,--,4:16,38
Running,2015-01-14 22:37:13,10,737,00:51:04,--,--,5:06,47
Running,2015-01-12 21:00:58,19.36,1412,01:27:49,--,--,4:32,52
Running,2015-01-10 16:57:40,15.12,1114,01:15:34,--,--,5:00,68
Running,2015-01-04 12:12:43,10.02,731,00:58:30,--,--,5:50,22
Running,2014-12-30 15:12:47,5.7,425,00:40:43,--,--,7:08,39
Running,2014-12-28 11:59:38,21.06,1561,01:43:39,--,--,4:55,23
Running,2014-12-25 10:33:33,11.84,856,01:10:47,--,--,5:59,231
Running,2014-12-23 16:42:19,14.81,1085,01:03:12,--,--,4:16,61
Running,2014-12-21 09:43:49,21.02,1547,01:41:11,--,--,4:49,75
Running,2014-12-19 01:23:49,10.78,787,00:48:57,--,--,4:32,38
Running,2014-12-17 07:21:08,8.01,590,00:38:13,--,--,4:46,25
Running,2014-12-14 13:24:58,18.59,1365,01:42:35,--,--,5:31,100
Running,2014-12-09 19:04:18,10.07,710,00:49:00,--,--,4:52,43
Running,2014-12-06 11:09:00,19.28,1415,01:27:48,--,--,4:33,54
Running,2014-12-02 19:03:11,10.96,768,01:00:04,--,--,5:29,39
Running,2014-11-29 13:31:38,10.67,782,00:48:08,--,--,4:31,33
Running,2014-11-25 19:04:44,10.2,734,00:54:31,--,--,5:21,34
Running,2014-11-24 18:08:33,9.31,795,00:53:53,--,--,5:47,27
Running,2014-11-17 18:55:23,8.06,679,00:49:51,--,--,6:11,30
Running,2014-11-08 15:56:10,10.76,921,01:04:13,--,--,5:58,88
Running,2014-11-07 08:50:23,10.3,657,00:49:38,149,159,4:49,36
Running,2014-11-03 21:16:35,10.35,607,00:53:18,143,163,5:09,40
Cycling,2014-11-02 11:40:00,47.3,3275,03:09:21,--,--,4:00,357
Running,2014-11-01 11:20:44,10.46,657,00:51:44,154,191,4:57,38
Running,2014-10-26 16:30:18,7.4,630,00:42:49,--,--,5:47,59
Running,2014-10-26 07:00:00,40.28,3184,03:00:39,173,183,4:29,78
Running,2014-10-21 08:05:55,6.73,551,00:53:07,--,--,7:54,114
Running,2014-10-21 07:57:03,6.41,441,00:29:42,150,163,4:38,18
Running,2014-10-18 16:14:22,6.65,459,00:30:42,150,160,4:37,17
Running,2014-10-12 17:45:08,7.32,623,00:45:57,--,--,6:17,51
Running,2014-10-12 12:01:11,20.89,1466,01:29:20,164,175,4:17,67
Running,2014-10-03 11:32:31,20.05,1249,01:28:32,154,166,4:25,48
Running,2014-09-28 12:35:59,12,781,00:53:37,150,162,4:28,42
Running,2014-09-24 19:51:35,20.03,1237,01:28:13,153,166,4:24,51
Running,2014-09-21 13:13:21,10.28,793,01:25:10,--,--,8:17,106
Running,2014-09-21 12:09:10,20.08,1348,01:24:48,163,174,4:13,56
Running,2014-09-18 18:36:49,7.45,628,00:43:46,--,--,5:53,58
Running,2014-09-16 22:48:58,20.17,1283,01:30:01,155,166,4:28,48
Running,2014-09-16 16:32:58,7.31,624,00:44:56,--,--,6:09,60
Running,2014-09-14 14:04:39,10,644,00:37:36,168,184,3:45,14
Running,2014-09-14 12:01:37,10.83,918,01:07:56,--,--,6:16,90
Running,2014-09-13 10:37:47,12.42,1075,01:27:52,--,--,7:05,133
Running,2014-09-08 08:36:09,10.89,923,01:14:58,--,--,6:53,82
Running,2014-09-07 11:57:57,20,1351,01:26:36,161,172,4:20,41
Running,2014-09-05 08:31:46,11.01,914,01:29:31,--,--,8:08,94
Running,2014-09-05 06:59:55,5.04,396,00:21:28,--,--,4:16,24
Running,2014-09-04 07:04:51,5.02,382,00:21:45,--,--,4:20,26
Running,2014-09-03 07:05:24,5.74,456,00:39:50,--,--,6:56,49
Running,2014-08-29 21:52:08,20.2,1406,01:27:16,162,174,4:19,45
Running,2014-08-24 08:32:08,11.03,938,01:16:20,--,--,6:55,99
Running,2014-08-17 14:33:18,16.76,1096,01:08:52,164,177,4:06,48
Running,2014-08-15 10:54:13,11.01,937,01:10:25,--,--,6:24,84
Running,2014-08-13 21:26:50,12.01,803,00:50:51,159,168,4:14,33
Running,2014-08-09 11:59:02,11.72,777,00:48:12,165,175,4:07,37
Running,2014-08-06 10:39:18,20.34,1413,01:27:39,161,169,4:19,77
Running,2014-08-05 08:52:41,10.2,860,01:21:23,--,--,7:59,89
Running,2014-08-01 09:27:43,9.21,622,00:37:14,161,170,4:03,18
Running,2014-07-30 08:52:54,10.44,886,01:13:24,--,--,7:02,89
Running,2014-07-28 21:48:09,12.03,797,00:48:51,160,170,4:10,35
Running,2014-07-28 20:43:19,10.93,940,01:10:07,--,--,6:25,84
Running,2014-07-26 15:05:24,13.37,884,00:54:24,162,178,4:04,49
Running,2014-07-25 18:21:30,8.01,686,00:44:25,--,--,5:33,149
Running,2014-07-23 20:33:34,20.84,1321,01:29:00,159,173,4:16,59
Running,2014-07-20 19:05:26,11.18,966,01:11:52,--,--,6:26,91
Running,2014-07-19 16:02:13,23.05,1917,01:33:06,--,--,4:02,42
Running,2014-07-19 15:00:40,12.49,849,00:50:08,--,--,4:01,20
Running,2014-07-18 21:05:53,12.04,802,00:49:54,164,174,4:09,40
Running,2014-07-16 20:56:44,5.88,362,00:25:58,151,171,4:25,18
Running,2014-07-15 20:29:41,6.38,537,00:36:29,--,--,5:43,64
Running,2014-07-13 09:26:42,9.13,764,01:03:33,--,--,6:58,46
Running,2014-07-11 21:34:44,16.91,1066,01:11:13,160,169,4:13,43
Running,2014-07-11 09:53:34,10.7,915,01:11:26,--,--,6:41,187
Running,2014-07-09 06:38:53,10.73,854,01:22:57,--,--,7:44,255
Running,2014-07-08 06:33:16,10.81,868,01:22:10,--,--,7:36,257
Running,2014-07-05 15:07:02,11.72,755,00:48:31,165,176,4:08,34
Running,2014-06-21 14:34:10,20.01,1401,01:26:20,166,177,4:19,76
Running,2014-06-14 15:13:45,21.03,1356,01:27:53,164,176,4:11,54
Running,2014-06-10 21:00:36,16.17,1045,01:10:08,158,170,4:20,58
Running,2014-06-04 18:52:07,15.81,1033,01:08:09,162,172,4:19,46
Cycling,2014-05-31 09:27:10,36.12,2443,02:11:40,--,--,3:63,326
Running,2014-05-27 21:05:46,19.2,1242,01:21:31,162,169,4:15,53
Cycling,2014-05-25 12:37:16,55.15,1919,04:24:58,121,178,4:8,314
Running,2014-05-22 02:47:24,4.49,395,00:28:52,148,157,6:26,7
Running,2014-05-21 09:15:58,7.02,455,00:28:55,165,177,4:07,28
Running,2014-05-18 18:05:07,21.29,1387,01:31:39,164,173,4:18,48
Running,2014-05-15 21:35:47,19.7,1268,01:36:22,148,170,4:54,66
Running,2014-05-12 21:41:25,19.08,1177,01:21:48,158,168,4:17,58
Running,2014-05-08 21:19:46,12.02,783,00:51:12,159,169,4:16,32
Running,2014-05-05 23:26:07,11.85,728,00:54:29,150,161,4:36,43
Running,2014-05-05 13:28:47,11.27,958,01:10:39,--,--,6:16,86
Running,2014-05-01 16:09:19,4.76,393,00:26:38,156,171,5:36,16
Running,2014-05-01 11:15:29,6.56,435,00:28:48,160,171,4:24,24
Running,2014-04-30 09:20:47,13.61,1091,01:49:22,--,--,8:02,123
Running,2014-04-27 15:48:45,10.1,873,01:09:37,--,--,6:54,110
Running,2014-04-26 16:51:13,11.23,947,01:19:17,--,--,7:04,91
Running,2014-04-23 08:42:46,6.02,512,00:37:56,--,--,6:18,26
Running,2014-04-18 07:43:38,12.81,1079,01:19:02,--,--,6:10,47
Running,2014-04-16 17:41:15,5.31,427,00:39:46,--,--,7:30,24
Running,2014-04-09 20:26:01,16.89,1056,01:18:25,154,166,4:39,45
Running,2014-04-06 19:08:03,10.81,932,01:08:43,--,--,6:22,95
Running,2014-04-06 13:47:59,21.19,1331,01:37:54,158,169,4:37,202
Running,2014-04-02 23:51:26,11.26,760,00:53:13,155,169,4:43,132
Running,2014-03-30 19:16:53,16.56,969,01:19:09,150,166,4:47,188
Running,2014-03-27 08:25:24,14.66,935,01:13:03,149,170,4:59,49
Running,2014-03-24 20:36:24,11.78,746,00:56:03,152,162,4:46,35
Running,2014-03-20 21:11:43,11.69,701,00:59:15,147,167,5:05,29
Running,2014-03-16 08:32:43,42.67,2824,03:23:27,163,171,4:46,300
Running,2014-03-09 12:42:02,4.82,316,00:25:22,144,165,5:16,15
Running,2014-03-04 20:23:59,4.04,258,00:17:41,154,167,4:23,11
Cycling,2014-03-02 13:34:35,48.67,3305,02:58:53,--,--,3:68,197
Running,2014-02-28 19:06:40,11.43,745,00:48:37,164,175,4:15,36
Running,2014-02-26 16:00:31,7.86,537,00:34:06,166,175,4:20,12
Running,2014-02-18 21:42:08,14,825,00:59:29,156,171,4:15,--
Running,2014-02-15 15:18:05,8.22,658,01:00:17,--,--,7:20,54
Running,2014-02-11 21:14:17,14,866,01:06:17,153,172,4:43,--
Running,2014-02-06 20:10:02,24,1498,01:49:15,157,171,--,--
Running,2014-02-03 21:40:13,14,942,01:04:10,158,178,4:35,--
Running,2014-01-25 13:00:41,38.21,2286,03:00:34,153,175,4:43,158
Running,2014-01-19 15:32:10,24.1,1557,01:48:33,162,172,4:30,87
Running,2014-01-15 20:50:25,11.55,726,00:49:31,163,174,4:17,52
Running,2014-01-11 12:21:15,19.65,1292,01:27:18,167,177,4:27,41
Running,2014-01-06 13:05:46,8.84,621,00:39:32,168,176,4:28,49
Running,2014-01-04 11:46:36,10.15,791,00:46:28,--,--,4:35,79
Running,2014-01-03 08:20:44,10.11,664,00:46:14,158,167,4:34,61
Running,2013-12-29 11:21:00,9.59,623,00:43:47,160,176,4:34,294
Running,2013-12-27 11:24:15,10.01,695,00:49:19,161,185,4:56,44
Running,2013-12-26 14:13:24,10.06,653,00:43:35,171,182,4:20,44
Running,2013-12-25 11:05:36,11.28,705,00:48:40,177,187,4:19,1.623
Running,2013-12-08 15:59:02,6.22,538,00:37:41,--,--,6:04,45
Running,2013-09-21 17:03:16,10.56,897,01:01:49,--,--,5:51,83
Running,2013-09-17 17:11:03,13.83,1186,01:25:16,--,--,6:10,139
Running,2013-09-14 17:00:52,9.08,798,01:08:53,150,169,7:35,78
Running,2013-06-23 09:00:00,21.1,1357,01:39:16,--,--,4:41,--
